District,Region,Year,Elevation_m,Data_Source
Kaabong,Northern,2020,950,"Estimated (regional topography pattern, no direct source found)"
Kaabong,Northern,2021,950,"Estimated (regional topography pattern, no direct source found)"
Kaabong,Northern,2022,950,"Estimated (regional topography pattern, no direct source found)"
Kaabong,Northern,2023,950,"Estimated (regional topography pattern, no direct source found)"
Kaabong,Northern,2024,950,"Estimated (regional topography pattern, no direct source found)"
Karenga,Northern,2020,900,"Estimated (regional topography pattern, no direct source found)"
Karenga,Northern,2021,900,"Estimated (regional topography pattern, no direct source found)"
Karenga,Northern,2022,900,"Estimated (regional topography pattern, no direct source found)"
Karenga,Northern,2023,900,"Estimated (regional topography pattern, no direct source found)"
Karenga,Northern,2024,900,"Estimated (regional topography pattern, no direct source found)"
Kitgum,Northern,2020,1150,"Estimated (regional topography pattern, no direct source found)"
Kitgum,Northern,2021,1150,"Estimated (regional topography pattern, no direct source found)"
Kitgum,Northern,2022,1150,"Estimated (regional topography pattern, no direct source found)"
Kitgum,Northern,2023,1150,"Estimated (regional topography pattern, no direct source found)"
Kitgum,Northern,2024,1150,"Estimated (regional topography pattern, no direct source found)"
Koboko,Northern,2020,1200,"Estimated (regional topography pattern, no direct source found)"
Koboko,Northern,2021,1200,"Estimated (regional topography pattern, no direct source found)"
Koboko,Northern,2022,1200,"Estimated (regional topography pattern, no direct source found)"
Koboko,Northern,2023,1200,"Estimated (regional topography pattern, no direct source found)"
Koboko,Northern,2024,1200,"Estimated (regional topography pattern, no direct source found)"
Kole,Northern,2020,1030,"Estimated (regional topography pattern, no direct source found)"
Kole,Northern,2021,1030,"Estimated (regional topography pattern, no direct source found)"
Kole,Northern,2022,1030,"Estimated (regional topography pattern, no direct source found)"
Kole,Northern,2023,1030,"Estimated (regional topography pattern, no direct source found)"
Kole,Northern,2024,1030,"Estimated (regional topography pattern, no direct source found)"
Kotido,Northern,2020,1200,"Estimated (regional topography pattern, no direct source found)"
Kotido,Northern,2021,1200,"Estimated (regional topography pattern, no direct source found)"
Kotido,Northern,2022,1200,"Estimated (regional topography pattern, no direct source found)"
Kotido,Northern,2023,1200,"Estimated (regional topography pattern, no direct source found)"
Kotido,Northern,2024,1200,"Estimated (regional topography pattern, no direct source found)"
Kwania,Northern,2020,1020,"Estimated (regional topography pattern, no direct source found)"
Kwania,Northern,2021,1020,"Estimated (regional topography pattern, no direct source found)"
Kwania,Northern,2022,1020,"Estimated (regional topography pattern, no direct source found)"
Kwania,Northern,2023,1020,"Estimated (regional topography pattern, no direct source found)"
Kwania,Northern,2024,1020,"Estimated (regional topography pattern, no direct source found)"
Lamwo,Northern,2020,1200,"Estimated (regional topography pattern, no direct source found)"
Lamwo,Northern,2021,1200,"Estimated (regional topography pattern, no direct source found)"
Lamwo,Northern,2022,1200,"Estimated (regional topography pattern, no direct source found)"
Lamwo,Northern,2023,1200,"Estimated (regional topography pattern, no direct source found)"
Lamwo,Northern,2024,1200,"Estimated (regional topography pattern, no direct source found)"
Lira,Northern,2020,1080,"Estimated (regional topography pattern, no direct source found)"
Lira,Northern,2021,1080,"Estimated (regional topography pattern, no direct source found)"
Lira,Northern,2022,1080,"Estimated (regional topography pattern, no direct source found)"
Lira,Northern,2023,1080,"Estimated (regional topography pattern, no direct source found)"
Lira,Northern,2024,1080,"Estimated (regional topography pattern, no direct source found)"
Madi-Okollo,Northern,2020,1150,"Estimated (regional topography pattern, no direct source found)"
Madi-Okollo,Northern,2021,1150,"Estimated (regional topography pattern, no direct source found)"
Madi-Okollo,Northern,2022,1150,"Estimated (regional topography pattern, no direct source found)"
Madi-Okollo,Northern,2023,1150,"Estimated (regional topography pattern, no direct source found)"
Madi-Okollo,Northern,2024,1150,"Estimated (regional topography pattern, no direct source found)"
Maracha,Northern,2020,1300,"Estimated (regional topography pattern, no direct source found)"
Maracha,Northern,2021,1300,"Estimated (regional topography pattern, no direct source found)"
Maracha,Northern,2022,1300,"Estimated (regional topography pattern, no direct source found)"
Maracha,Northern,2023,1300,"Estimated (regional topography pattern, no direct source found)"
Maracha,Northern,2024,1300,"Estimated (regional topography pattern, no direct source found)"
Moroto,Northern,2020,1330,"Estimated (regional topography pattern, no direct source found)"
Moroto,Northern,2021,1330,"Estimated (regional topography pattern, no direct source found)"
Moroto,Northern,2022,1330,"Estimated (regional topography pattern, no direct source found)"
Moroto,Northern,2023,1330,"Estimated (regional topography pattern, no direct source found)"
Moroto,Northern,2024,1330,"Estimated (regional topography pattern, no direct source found)"
Moyo,Northern,2020,950,"Estimated (regional topography pattern, no direct source found)"
Moyo,Northern,2021,950,"Estimated (regional topography pattern, no direct source found)"
Moyo,Northern,2022,950,"Estimated (regional topography pattern, no direct source found)"
Moyo,Northern,2023,950,"Estimated (regional topography pattern, no direct source found)"
Moyo,Northern,2024,950,"Estimated (regional topography pattern, no direct source found)"
Nabilatuk,Northern,2020,1200,"Estimated (regional topography pattern, no direct source found)"
Nabilatuk,Northern,2021,1200,"Estimated (regional topography pattern, no direct source found)"
Nabilatuk,Northern,2022,1200,"Estimated (regional topography pattern, no direct source found)"
Nabilatuk,Northern,2023,1200,"Estimated (regional topography pattern, no direct source found)"
Nabilatuk,Northern,2024,1200,"Estimated (regional topography pattern, no direct source found)"
Nakapiripirit,Northern,2020,1450,"Estimated (regional topography pattern, no direct source found)"
Nakapiripirit,Northern,2021,1450,"Estimated (regional topography pattern, no direct source found)"
Nakapiripirit,Northern,2022,1450,"Estimated (regional topography pattern, no direct source found)"
Nakapiripirit,Northern,2023,1450,"Estimated (regional topography pattern, no direct source found)"
Nakapiripirit,Northern,2024,1450,"Estimated (regional topography pattern, no direct source found)"
Napak,Northern,2020,1250,"Estimated (regional topography pattern, no direct source found)"
Napak,Northern,2021,1250,"Estimated (regional topography pattern, no direct source found)"
Napak,Northern,2022,1250,"Estimated (regional topography pattern, no direct source found)"
Napak,Northern,2023,1250,"Estimated (regional topography pattern, no direct source found)"
Napak,Northern,2024,1250,"Estimated (regional topography pattern, no direct source found)"
Nebbi,Northern,2020,1250,"Estimated (regional topography pattern, no direct source found)"
Nebbi,Northern,2021,1250,"Estimated (regional topography pattern, no direct source found)"
Nebbi,Northern,2022,1250,"Estimated (regional topography pattern, no direct source found)"
Nebbi,Northern,2023,1250,"Estimated (regional topography pattern, no direct source found)"
Nebbi,Northern,2024,1250,"Estimated (regional topography pattern, no direct source found)"
Nwoya,Northern,2020,1050,"Estimated (regional topography pattern, no direct source found)"
Nwoya,Northern,2021,1050,"Estimated (regional topography pattern, no direct source found)"
Nwoya,Northern,2022,1050,"Estimated (regional topography pattern, no direct source found)"
Nwoya,Northern,2023,1050,"Estimated (regional topography pattern, no direct source found)"
Nwoya,Northern,2024,1050,"Estimated (regional topography pattern, no direct source found)"
Obongi,Northern,2020,800,"Estimated (regional topography pattern, no direct source found)"
Obongi,Northern,2021,800,"Estimated (regional topography pattern, no direct source found)"
Obongi,Northern,2022,800,"Estimated (regional topography pattern, no direct source found)"
Obongi,Northern,2023,800,"Estimated (regional topography pattern, no direct source found)"
Obongi,Northern,2024,800,"Estimated (regional topography pattern, no direct source found)"
Omoro,Northern,2020,1100,"Estimated (regional topography pattern, no direct source found)"
Omoro,Northern,2021,1100,"Estimated (regional topography pattern, no direct source found)"
Omoro,Northern,2022,1100,"Estimated (regional topography pattern, no direct source found)"
Omoro,Northern,2023,1100,"Estimated (regional topography pattern, no direct source found)"
Omoro,Northern,2024,1100,"Estimated (regional topography pattern, no direct source found)"
Otuke,Northern,2020,1030,"Estimated (regional topography pattern, no direct source found)"
Otuke,Northern,2021,1030,"Estimated (regional topography pattern, no direct source found)"
Otuke,Northern,2022,1030,"Estimated (regional topography pattern, no direct source found)"
Otuke,Northern,2023,1030,"Estimated (regional topography pattern, no direct source found)"
Otuke,Northern,2024,1030,"Estimated (regional topography pattern, no direct source found)"
Oyam,Northern,2020,1050,"Estimated (regional topography pattern, no direct source found)"
Oyam,Northern,2021,1050,"Estimated (regional topography pattern, no direct source found)"
Oyam,Northern,2022,1050,"Estimated (regional topography pattern, no direct source found)"
Oyam,Northern,2023,1050,"Estimated (regional topography pattern, no direct source found)"
Oyam,Northern,2024,1050,"Estimated (regional topography pattern, no direct source found)"
Pader,Northern,2020,1150,"Estimated (regional topography pattern, no direct source found)"
Pader,Northern,2021,1150,"Estimated (regional topography pattern, no direct source found)"
Pader,Northern,2022,1150,"Estimated (regional topography pattern, no direct source found)"
Pader,Northern,2023,1150,"Estimated (regional topography pattern, no direct source found)"
Pader,Northern,2024,1150,"Estimated (regional topography pattern, no direct source found)"
Pakwach,Northern,2020,650,"Estimated (regional topography pattern, no direct source found)"
Pakwach,Northern,2021,650,"Estimated (regional topography pattern, no direct source found)"
Pakwach,Northern,2022,650,"Estimated (regional topography pattern, no direct source found)"
Pakwach,Northern,2023,650,"Estimated (regional topography pattern, no direct source found)"
Pakwach,Northern,2024,650,"Estimated (regional topography pattern, no direct source found)"
Terego,Northern,2020,1250,"Estimated (regional topography pattern, no direct source found)"
Terego,Northern,2021,1250,"Estimated (regional topography pattern, no direct source found)"
Terego,Northern,2022,1250,"Estimated (regional topography pattern, no direct source found)"
Terego,Northern,2023,1250,"Estimated (regional topography pattern, no direct source found)"
Terego,Northern,2024,1250,"Estimated (regional topography pattern, no direct source found)"
Yumbe,Northern,2020,1200,"Estimated (regional topography pattern, no direct source found)"
Yumbe,Northern,2021,1200,"Estimated (regional topography pattern, no direct source found)"
Yumbe,Northern,2022,1200,"Estimated (regional topography pattern, no direct source found)"
Yumbe,Northern,2023,1200,"Estimated (regional topography pattern, no direct source found)"
Yumbe,Northern,2024,1200,"Estimated (regional topography pattern, no direct source found)"
Zombo,Northern,2020,1600,"Estimated (regional topography pattern, no direct source found)"
Zombo,Northern,2021,1600,"Estimated (regional topography pattern, no direct source found)"
Zombo,Northern,2022,1600,"Estimated (regional topography pattern, no direct source found)"
Zombo,Northern,2023,1600,"Estimated (regional topography pattern, no direct source found)"
Zombo,Northern,2024,1600,"Estimated (regional topography pattern, no direct source found)"
Buhweju,Western,2020,1650,"Estimated (regional topography pattern, no direct source found)"
Buhweju,Western,2021,1650,"Estimated (regional topography pattern, no direct source found)"
Buhweju,Western,2022,1650,"Estimated (regional topography pattern, no direct source found)"
Buhweju,Western,2023,1650,"Estimated (regional topography pattern, no direct source found)"
Buhweju,Western,2024,1650,"Estimated (regional topography pattern, no direct source found)"
Buliisa,Western,2020,650,"Estimated (regional topography pattern, no direct source found)"
Buliisa,Western,2021,650,"Estimated (regional topography pattern, no direct source found)"
Buliisa,Western,2022,650,"Estimated (regional topography pattern, no direct source found)"
Buliisa,Western,2023,650,"Estimated (regional topography pattern, no direct source found)"
Buliisa,Western,2024,650,"Estimated (regional topography pattern, no direct source found)"
Bundibugyo,Western,2020,900,"Estimated (regional topography pattern, no direct source found)"
Bundibugyo,Western,2021,900,"Estimated (regional topography pattern, no direct source found)"
Bundibugyo,Western,2022,900,"Estimated (regional topography pattern, no direct source found)"
Bundibugyo,Western,2023,900,"Estimated (regional topography pattern, no direct source found)"
Bundibugyo,Western,2024,900,"Estimated (regional topography pattern, no direct source found)"
Bunyangabu,Western,2020,1350,"Estimated (regional topography pattern, no direct source found)"
Bunyangabu,Western,2021,1350,"Estimated (regional topography pattern, no direct source found)"
Bunyangabu,Western,2022,1350,"Estimated (regional topography pattern, no direct source found)"
Bunyangabu,Western,2023,1350,"Estimated (regional topography pattern, no direct source found)"
Bunyangabu,Western,2024,1350,"Estimated (regional topography pattern, no direct source found)"
Bushenyi,Western,2020,1500,"Estimated (regional topography pattern, no direct source found)"
Bushenyi,Western,2021,1500,"Estimated (regional topography pattern, no direct source found)"
Bushenyi,Western,2022,1500,"Estimated (regional topography pattern, no direct source found)"
Bushenyi,Western,2023,1500,"Estimated (regional topography pattern, no direct source found)"
Bushenyi,Western,2024,1500,"Estimated (regional topography pattern, no direct source found)"
Hoima,Western,2020,1150,"Estimated (regional topography pattern, no direct source found)"
Hoima,Western,2021,1150,"Estimated (regional topography pattern, no direct source found)"
Hoima,Western,2022,1150,"Estimated (regional topography pattern, no direct source found)"
Hoima,Western,2023,1150,"Estimated (regional topography pattern, no direct source found)"
Hoima,Western,2024,1150,"Estimated (regional topography pattern, no direct source found)"
Ibanda,Western,2020,1500,"Estimated (regional topography pattern, no direct source found)"
Ibanda,Western,2021,1500,"Estimated (regional topography pattern, no direct source found)"
Ibanda,Western,2022,1500,"Estimated (regional topography pattern, no direct source found)"
Ibanda,Western,2023,1500,"Estimated (regional topography pattern, no direct source found)"
Ibanda,Western,2024,1500,"Estimated (regional topography pattern, no direct source found)"
Isingiro,Western,2020,1450,"Estimated (regional topography pattern, no direct source found)"
Isingiro,Western,2021,1450,"Estimated (regional topography pattern, no direct source found)"
Isingiro,Western,2022,1450,"Estimated (regional topography pattern, no direct source found)"
Isingiro,Western,2023,1450,"Estimated (regional topography pattern, no direct source found)"
Isingiro,Western,2024,1450,"Estimated (regional topography pattern, no direct source found)"
Kabale,Western,2020,1870,"Estimated (regional topography pattern, no direct source found)"
Kabale,Western,2021,1870,"Estimated (regional topography pattern, no direct source found)"
Kabale,Western,2022,1870,"Estimated (regional topography pattern, no direct source found)"
Kabale,Western,2023,1870,"Estimated (regional topography pattern, no direct source found)"
Kabale,Western,2024,1870,"Estimated (regional topography pattern, no direct source found)"
Kabarole,Western,2020,1500,"Estimated (regional topography pattern, no direct source found)"
Kabarole,Western,2021,1500,"Estimated (regional topography pattern, no direct source found)"
Kabarole,Western,2022,1500,"Estimated (regional topography pattern, no direct source found)"
Kabarole,Western,2023,1500,"Estimated (regional topography pattern, no direct source found)"
Kabarole,Western,2024,1500,"Estimated (regional topography pattern, no direct source found)"
Kagadi,Western,2020,1350,Confirmed (Wikipedia district/town infobox)
Kagadi,Western,2021,1350,Confirmed (Wikipedia district/town infobox)
Kagadi,Western,2022,1350,Confirmed (Wikipedia district/town infobox)
Kagadi,Western,2023,1350,Confirmed (Wikipedia district/town infobox)
Kagadi,Western,2024,1350,Confirmed (Wikipedia district/town infobox)
Kakumiro,Western,2020,1250,"Estimated (regional topography pattern, no direct source found)"
Kakumiro,Western,2021,1250,"Estimated (regional topography pattern, no direct source found)"
Kakumiro,Western,2022,1250,"Estimated (regional topography pattern, no direct source found)"
Kakumiro,Western,2023,1250,"Estimated (regional topography pattern, no direct source found)"
Kakumiro,Western,2024,1250,"Estimated (regional topography pattern, no direct source found)"
Kamwenge,Western,2020,1300,"Estimated (regional topography pattern, no direct source found)"
Kamwenge,Western,2021,1300,"Estimated (regional topography pattern, no direct source found)"
Kamwenge,Western,2022,1300,"Estimated (regional topography pattern, no direct source found)"
Kamwenge,Western,2023,1300,"Estimated (regional topography pattern, no direct source found)"
Kamwenge,Western,2024,1300,"Estimated (regional topography pattern, no direct source found)"
Kanungu,Western,2020,1681,Confirmed (Wikipedia district/town infobox)
Kanungu,Western,2021,1681,Confirmed (Wikipedia district/town infobox)
Kanungu,Western,2022,1681,Confirmed (Wikipedia district/town infobox)
Kanungu,Western,2023,1681,Confirmed (Wikipedia district/town infobox)
Kanungu,Western,2024,1681,Confirmed (Wikipedia district/town infobox)
Kasese,Western,2020,960,"Estimated (regional topography pattern, no direct source found)"
Kasese,Western,2021,960,"Estimated (regional topography pattern, no direct source found)"
Kasese,Western,2022,960,"Estimated (regional topography pattern, no direct source found)"
Kasese,Western,2023,960,"Estimated (regional topography pattern, no direct source found)"
Kasese,Western,2024,960,"Estimated (regional topography pattern, no direct source found)"
Kazo,Western,2020,1400,"Estimated (regional topography pattern, no direct source found)"
Kazo,Western,2021,1400,"Estimated (regional topography pattern, no direct source found)"
Kazo,Western,2022,1400,"Estimated (regional topography pattern, no direct source found)"
Kazo,Western,2023,1400,"Estimated (regional topography pattern, no direct source found)"
Kazo,Western,2024,1400,"Estimated (regional topography pattern, no direct source found)"
Kibaale,Western,2020,1300,"Estimated (regional topography pattern, no direct source found)"
Kibaale,Western,2021,1300,"Estimated (regional topography pattern, no direct source found)"
Kibaale,Western,2022,1300,"Estimated (regional topography pattern, no direct source found)"
Kibaale,Western,2023,1300,"Estimated (regional topography pattern, no direct source found)"
Kibaale,Western,2024,1300,"Estimated (regional topography pattern, no direct source found)"
Kikuube,Western,2020,950,"Estimated (regional topography pattern, no direct source found)"
Kikuube,Western,2021,950,"Estimated (regional topography pattern, no direct source found)"
Kikuube,Western,2022,950,"Estimated (regional topography pattern, no direct source found)"
Kikuube,Western,2023,950,"Estimated (regional topography pattern, no direct source found)"
Kikuube,Western,2024,950,"Estimated (regional topography pattern, no direct source found)"
Kiruhura,Western,2020,1450,"Estimated (regional topography pattern, no direct source found)"
Kiruhura,Western,2021,1450,"Estimated (regional topography pattern, no direct source found)"
Kiruhura,Western,2022,1450,"Estimated (regional topography pattern, no direct source found)"
Kiruhura,Western,2023,1450,"Estimated (regional topography pattern, no direct source found)"
Kiruhura,Western,2024,1450,"Estimated (regional topography pattern, no direct source found)"
Kiryandongo,Western,2020,1050,"Estimated (regional topography pattern, no direct source found)"
Kiryandongo,Western,2021,1050,"Estimated (regional topography pattern, no direct source found)"
Kiryandongo,Western,2022,1050,"Estimated (regional topography pattern, no direct source found)"
Kiryandongo,Western,2023,1050,"Estimated (regional topography pattern, no direct source found)"
Kiryandongo,Western,2024,1050,"Estimated (regional topography pattern, no direct source found)"
Kisoro,Western,2020,1929,Confirmed (Wikipedia district/town infobox)
Kisoro,Western,2021,1929,Confirmed (Wikipedia district/town infobox)
Kisoro,Western,2022,1929,Confirmed (Wikipedia district/town infobox)
Kisoro,Western,2023,1929,Confirmed (Wikipedia district/town infobox)
Kisoro,Western,2024,1929,Confirmed (Wikipedia district/town infobox)
Kitagwenda,Western,2020,1250,"Estimated (regional topography pattern, no direct source found)"
Kitagwenda,Western,2021,1250,"Estimated (regional topography pattern, no direct source found)"
Kitagwenda,Western,2022,1250,"Estimated (regional topography pattern, no direct source found)"
Kitagwenda,Western,2023,1250,"Estimated (regional topography pattern, no direct source found)"
Kitagwenda,Western,2024,1250,"Estimated (regional topography pattern, no direct source found)"
Kyegegwa,Western,2020,1350,"Estimated (regional topography pattern, no direct source found)"
Kyegegwa,Western,2021,1350,"Estimated (regional topography pattern, no direct source found)"
Kyegegwa,Western,2022,1350,"Estimated (regional topography pattern, no direct source found)"
Kyegegwa,Western,2023,1350,"Estimated (regional topography pattern, no direct source found)"
Kyegegwa,Western,2024,1350,"Estimated (regional topography pattern, no direct source found)"
Kyenjojo,Western,2020,1400,"Estimated (regional topography pattern, no direct source found)"
Kyenjojo,Western,2021,1400,"Estimated (regional topography pattern, no direct source found)"
Kyenjojo,Western,2022,1400,"Estimated (regional topography pattern, no direct source found)"
Kyenjojo,Western,2023,1400,"Estimated (regional topography pattern, no direct source found)"
Kyenjojo,Western,2024,1400,"Estimated (regional topography pattern, no direct source found)"
Masindi,Western,2020,1150,"Estimated (regional topography pattern, no direct source found)"
Masindi,Western,2021,1150,"Estimated (regional topography pattern, no direct source found)"
Masindi,Western,2022,1150,"Estimated (regional topography pattern, no direct source found)"
Masindi,Western,2023,1150,"Estimated (regional topography pattern, no direct source found)"
Masindi,Western,2024,1150,"Estimated (regional topography pattern, no direct source found)"
Mbarara,Western,2020,1420,"Estimated (regional topography pattern, no direct source found)"
Mbarara,Western,2021,1420,"Estimated (regional topography pattern, no direct source found)"
Mbarara,Western,2022,1420,"Estimated (regional topography pattern, no direct source found)"
Mbarara,Western,2023,1420,"Estimated (regional topography pattern, no direct source found)"
Mbarara,Western,2024,1420,"Estimated (regional topography pattern, no direct source found)"
Mitooma,Western,2020,1550,"Estimated (regional topography pattern, no direct source found)"
Mitooma,Western,2021,1550,"Estimated (regional topography pattern, no direct source found)"
Mitooma,Western,2022,1550,"Estimated (regional topography pattern, no direct source found)"
Mitooma,Western,2023,1550,"Estimated (regional topography pattern, no direct source found)"
Mitooma,Western,2024,1550,"Estimated (regional topography pattern, no direct source found)"
Ntoroko,Western,2020,720,"Estimated (regional topography pattern, no direct source found)"
Ntoroko,Western,2021,720,"Estimated (regional topography pattern, no direct source found)"
Ntoroko,Western,2022,720,"Estimated (regional topography pattern, no direct source found)"
Ntoroko,Western,2023,720,"Estimated (regional topography pattern, no direct source found)"
Ntoroko,Western,2024,720,"Estimated (regional topography pattern, no direct source found)"
Ntungamo,Western,2020,1400,Confirmed (Wikipedia district/town infobox)
Ntungamo,Western,2021,1400,Confirmed (Wikipedia district/town infobox)
Ntungamo,Western,2022,1400,Confirmed (Wikipedia district/town infobox)
Ntungamo,Western,2023,1400,Confirmed (Wikipedia district/town infobox)
Ntungamo,Western,2024,1400,Confirmed (Wikipedia district/town infobox)
Rubanda,Western,2020,1900,"Estimated (regional topography pattern, no direct source found)"
Rubanda,Western,2021,1900,"Estimated (regional topography pattern, no direct source found)"
Rubanda,Western,2022,1900,"Estimated (regional topography pattern, no direct source found)"
Rubanda,Western,2023,1900,"Estimated (regional topography pattern, no direct source found)"
Rubanda,Western,2024,1900,"Estimated (regional topography pattern, no direct source found)"
Rubirizi,Western,2020,1300,"Estimated (regional topography pattern, no direct source found)"
Rubirizi,Western,2021,1300,"Estimated (regional topography pattern, no direct source found)"
Rubirizi,Western,2022,1300,"Estimated (regional topography pattern, no direct source found)"
Rubirizi,Western,2023,1300,"Estimated (regional topography pattern, no direct source found)"
Rubirizi,Western,2024,1300,"Estimated (regional topography pattern, no direct source found)"
Rukiga,Western,2020,1900,"Estimated (regional topography pattern, no direct source found)"
Rukiga,Western,2021,1900,"Estimated (regional topography pattern, no direct source found)"
Rukiga,Western,2022,1900,"Estimated (regional topography pattern, no direct source found)"
Rukiga,Western,2023,1900,"Estimated (regional topography pattern, no direct source found)"
Rukiga,Western,2024,1900,"Estimated (regional topography pattern, no direct source found)"
Rukungiri,Western,2020,1640,Confirmed (Wikipedia district/town infobox)
Rukungiri,Western,2021,1640,Confirmed (Wikipedia district/town infobox)
Rukungiri,Western,2022,1640,Confirmed (Wikipedia district/town infobox)
Rukungiri,Western,2023,1640,Confirmed (Wikipedia district/town infobox)
Rukungiri,Western,2024,1640,Confirmed (Wikipedia district/town infobox)
Rwampara,Western,2020,1500,"Estimated (regional topography pattern, no direct source found)"
Rwampara,Western,2021,1500,"Estimated (regional topography pattern, no direct source found)"
Rwampara,Western,2022,1500,"Estimated (regional topography pattern, no direct source found)"
Rwampara,Western,2023,1500,"Estimated (regional topography pattern, no direct source found)"
Rwampara,Western,2024,1500,"Estimated (regional topography pattern, no direct source found)"
Sheema,Western,2020,1500,"Estimated (regional topography pattern, no direct source found)"
Sheema,Western,2021,1500,"Estimated (regional topography pattern, no direct source found)"
Sheema,Western,2022,1500,"Estimated (regional topography pattern, no direct source found)"
Sheema,Western,2023,1500,"Estimated (regional topography pattern, no direct source found)"
Sheema,Western,2024,1500,"Estimated (regional topography pattern, no direct source found)"
Arua City,Northern,2020,1300,"Estimated (regional topography pattern, no direct source found)"
Arua City,Northern,2021,1300,"Estimated (regional topography pattern, no direct source found)"
Arua City,Northern,2022,1300,"Estimated (regional topography pattern, no direct source found)"
Arua City,Northern,2023,1300,"Estimated (regional topography pattern, no direct source found)"
Arua City,Northern,2024,1300,"Estimated (regional topography pattern, no direct source found)"
Entebbe City,Central,2020,1140,"Estimated (regional topography pattern, no direct source found)"
Entebbe City,Central,2021,1140,"Estimated (regional topography pattern, no direct source found)"
Entebbe City,Central,2022,1140,"Estimated (regional topography pattern, no direct source found)"
Entebbe City,Central,2023,1140,"Estimated (regional topography pattern, no direct source found)"
Entebbe City,Central,2024,1140,"Estimated (regional topography pattern, no direct source found)"
Fort Portal City,Western,2020,1500,"Estimated (regional topography pattern, no direct source found)"
Fort Portal City,Western,2021,1500,"Estimated (regional topography pattern, no direct source found)"
Fort Portal City,Western,2022,1500,"Estimated (regional topography pattern, no direct source found)"
Fort Portal City,Western,2023,1500,"Estimated (regional topography pattern, no direct source found)"
Fort Portal City,Western,2024,1500,"Estimated (regional topography pattern, no direct source found)"
Gulu City,Northern,2020,1100,"Estimated (regional topography pattern, no direct source found)"
Gulu City,Northern,2021,1100,"Estimated (regional topography pattern, no direct source found)"
Gulu City,Northern,2022,1100,"Estimated (regional topography pattern, no direct source found)"
Gulu City,Northern,2023,1100,"Estimated (regional topography pattern, no direct source found)"
Gulu City,Northern,2024,1100,"Estimated (regional topography pattern, no direct source found)"
Hoima City,Western,2020,1150,"Estimated (regional topography pattern, no direct source found)"
Hoima City,Western,2021,1150,"Estimated (regional topography pattern, no direct source found)"
Hoima City,Western,2022,1150,"Estimated (regional topography pattern, no direct source found)"
Hoima City,Western,2023,1150,"Estimated (regional topography pattern, no direct source found)"
Hoima City,Western,2024,1150,"Estimated (regional topography pattern, no direct source found)"
Jinja City,Eastern,2020,1200,"Estimated (regional topography pattern, no direct source found)"
Jinja City,Eastern,2021,1200,"Estimated (regional topography pattern, no direct source found)"
Jinja City,Eastern,2022,1200,"Estimated (regional topography pattern, no direct source found)"
Jinja City,Eastern,2023,1200,"Estimated (regional topography pattern, no direct source found)"
Jinja City,Eastern,2024,1200,"Estimated (regional topography pattern, no direct source found)"
Lira City,Northern,2020,1080,"Estimated (regional topography pattern, no direct source found)"
Lira City,Northern,2021,1080,"Estimated (regional topography pattern, no direct source found)"
Lira City,Northern,2022,1080,"Estimated (regional topography pattern, no direct source found)"
Lira City,Northern,2023,1080,"Estimated (regional topography pattern, no direct source found)"
Lira City,Northern,2024,1080,"Estimated (regional topography pattern, no direct source found)"
Masaka City,Central,2020,1300,"Estimated (regional topography pattern, no direct source found)"
Masaka City,Central,2021,1300,"Estimated (regional topography pattern, no direct source found)"
Masaka City,Central,2022,1300,"Estimated (regional topography pattern, no direct source found)"
Masaka City,Central,2023,1300,"Estimated (regional topography pattern, no direct source found)"
Masaka City,Central,2024,1300,"Estimated (regional topography pattern, no direct source found)"
Mbale City,Eastern,2020,1200,"Estimated (regional topography pattern, no direct source found)"
Mbale City,Eastern,2021,1200,"Estimated (regional topography pattern, no direct source found)"
Mbale City,Eastern,2022,1200,"Estimated (regional topography pattern, no direct source found)"
Mbale City,Eastern,2023,1200,"Estimated (regional topography pattern, no direct source found)"
Mbale City,Eastern,2024,1200,"Estimated (regional topography pattern, no direct source found)"
Mbarara City,Western,2020,1420,"Estimated (regional topography pattern, no direct source found)"
Mbarara City,Western,2021,1420,"Estimated (regional topography pattern, no direct source found)"
Mbarara City,Western,2022,1420,"Estimated (regional topography pattern, no direct source found)"
Mbarara City,Western,2023,1420,"Estimated (regional topography pattern, no direct source found)"
Mbarara City,Western,2024,1420,"Estimated (regional topography pattern, no direct source found)"
